Sample_ID,Plant_Material,UV_Visible,SEM,TEM,EDAX,XRD,Particle_Size,Antifungal_Activity,Antibacterial_Activity,Antioxidant_Activity,Anti_Inflammatory_Activity
4093,Smilax Zeylanica leaves,521.19,57.39,2.55,8.48,78.86,27.46,1,1,0,1
4094,Smilax Zeylanica leaves,505.19,62.79,2.59,9.27,30.84,99.9,1,1,0,0
4095,Smilax Zeylanica leaves,409.32,40.95,9.48,38.12,41.77,9.65,0,0,0,0
4096,Smilax Zeylanica leaves,448.73,52.28,5.04,81.68,26.86,31.59,0,1,1,0
4097,Smilax Zeylanica leaves,427.71,28.96,4.99,61.04,63.55,29.29,0,0,1,1
4098,Smilax Zeylanica leaves,737.49,92.64,9.99,95.9,74.24,7.78,1,1,1,1
4099,Smilax Zeylanica leaves,706.01,95.43,2.08,8.53,69.34,14.46,1,1,0,1
4100,Smilax Zeylanica leaves,651.91,39.67,1.34,78.26,25.26,17.49,1,0,1,0
4101,Smilax Zeylanica leaves,247.87,87.24,6.61,92.89,75.51,42.0,0,1,1,1
4102,Smilax Zeylanica leaves,452.59,61.08,4.85,63.25,62.55,61.39,0,1,1,1
4103,Smilax Zeylanica leaves,307.06,57.47,6.86,55.92,67.51,27.23,0,1,1,1
4104,Smilax Zeylanica leaves,710.06,14.82,4.42,23.15,67.09,18.41,1,0,0,1
4105,Smilax Zeylanica leaves,772.73,11.64,2.37,44.62,74.18,95.9,1,0,0,1
4106,Smilax Zeylanica leaves,305.57,67.98,1.43,9.59,32.74,2.75,0,1,0,0
4107,Smilax Zeylanica leaves,537.31,68.3,2.8,35.66,42.44,28.63,1,1,0,0
4108,Smilax Zeylanica leaves,200.33,29.75,7.68,93.39,45.48,79.93,0,0,1,0
4109,Smilax Zeylanica leaves,683.58,24.24,7.38,67.03,49.69,25.52,1,0,1,0
4110,Smilax Zeylanica leaves,321.63,48.42,8.02,53.56,31.36,3.04,0,0,1,0
4111,Smilax Zeylanica leaves,708.96,50.8,3.62,21.62,29.16,79.79,1,1,0,0
4112,Smilax Zeylanica leaves,714.41,48.15,6.23,67.77,72.41,38.61,1,0,1,1
4113,Smilax Zeylanica leaves,290.84,39.84,8.66,66.41,25.23,16.14,0,0,1,0
4114,Smilax Zeylanica leaves,365.05,80.77,6.61,4.11,37.95,45.67,0,1,0,0
4115,Smilax Zeylanica leaves,755.06,64.25,5.0,4.34,66.27,56.46,1,1,0,1
4116,Smilax Zeylanica leaves,250.05,78.35,9.42,74.56,72.63,20.64,0,1,1,1
4117,Smilax Zeylanica leaves,323.08,19.7,1.95,26.59,71.2,75.95,0,0,0,1
4118,Smilax Zeylanica leaves,477.52,11.82,6.69,56.13,57.17,89.82,0,0,1,1
4119,Smilax Zeylanica leaves,597.39,82.36,1.4,51.33,32.25,48.69,1,1,1,0
4120,Smilax Zeylanica leaves,692.57,78.29,5.28,84.8,60.65,40.56,1,1,1,1
4121,Smilax Zeylanica leaves,770.81,98.38,7.74,63.29,59.49,18.61,1,1,1,1
4122,Smilax Zeylanica leaves,385.88,76.46,7.17,85.25,57.57,31.16,0,1,1,1
4123,Smilax Zeylanica leaves,291.78,83.4,3.93,24.32,25.83,9.14,0,1,0,0
4124,Smilax Zeylanica leaves,513.91,53.06,4.37,19.12,28.59,18.3,1,1,0,0
4125,Smilax Zeylanica leaves,396.21,33.64,6.37,28.22,70.93,70.16,0,0,0,1
4126,Smilax Zeylanica leaves,494.26,41.32,4.12,58.11,61.44,55.89,0,0,1,1
4127,Smilax Zeylanica leaves,766.02,96.64,8.18,30.18,51.6,50.42,1,1,0,1
4128,Smilax Zeylanica leaves,399.08,48.09,8.35,65.31,43.31,20.35,0,0,1,0
4129,Smilax Zeylanica leaves,544.49,43.32,1.12,60.05,72.98,19.13,1,0,1,1
4130,Smilax Zeylanica leaves,516.73,63.12,9.04,79.8,20.91,66.17,1,1,1,0
4131,Smilax Zeylanica leaves,794.57,94.59,6.5,63.75,63.89,15.92,1,1,1,1
4132,Smilax Zeylanica leaves,794.6,85.27,9.66,68.69,63.93,9.59,1,1,1,1
4133,Smilax Zeylanica leaves,273.28,23.4,5.51,19.48,61.05,41.87,0,0,0,1
4134,Smilax Zeylanica leaves,403.21,13.45,8.03,89.52,28.71,65.8,0,0,1,0
4135,Smilax Zeylanica leaves,369.29,31.88,2.84,80.68,46.98,93.97,0,0,1,0
4136,Smilax Zeylanica leaves,307.27,73.91,3.04,94.95,59.84,41.27,0,1,1,1
4137,Smilax Zeylanica leaves,339.35,64.12,4.36,48.84,34.77,77.14,0,1,0,0
4138,Smilax Zeylanica leaves,765.6,30.56,3.87,53.44,36.77,63.09,1,0,1,0
4139,Smilax Zeylanica leaves,756.46,23.29,9.29,17.2,31.77,18.66,1,0,0,0
4140,Smilax Zeylanica leaves,580.25,72.67,7.89,20.56,30.58,19.5,1,1,0,0
4141,Smilax Zeylanica leaves,663.65,31.12,5.57,13.05,32.74,36.73,1,0,0,0
4142,Smilax Zeylanica leaves,575.49,76.27,6.48,10.54,43.09,91.71,1,1,0,0
4143,Smilax Zeylanica leaves,318.38,99.19,5.74,61.77,51.55,47.33,0,1,1,1
4144,Smilax Zeylanica leaves,239.99,24.41,2.18,87.74,25.74,53.24,0,0,1,0
4145,Smilax Zeylanica leaves,570.02,27.49,9.56,5.06,49.87,4.98,1,0,0,0
4146,Smilax Zeylanica leaves,460.25,43.6,2.56,82.62,28.49,69.74,0,0,1,0
4147,Smilax Zeylanica leaves,580.67,44.35,8.1,12.01,36.53,52.61,1,0,0,0
4148,Smilax Zeylanica leaves,313.25,89.82,1.8,65.57,73.96,18.4,0,1,1,1
4149,Smilax Zeylanica leaves,531.08,40.4,4.65,65.6,57.76,95.43,1,0,1,1
4150,Smilax Zeylanica leaves,775.57,67.92,9.21,34.1,46.89,33.97,1,1,0,0
4151,Smilax Zeylanica leaves,529.23,95.4,9.89,85.46,27.27,43.31,1,1,1,0
4152,Smilax Zeylanica leaves,633.29,38.33,1.2,22.03,23.03,55.92,1,0,0,0
4153,Smilax Zeylanica leaves,369.69,38.98,2.26,83.62,27.62,98.07,0,0,1,0
4154,Smilax Zeylanica leaves,635.82,43.1,1.59,19.77,79.12,54.34,1,0,0,1
4155,Smilax Zeylanica leaves,572.87,55.17,8.4,89.83,60.84,3.44,1,1,1,1
4156,Smilax Zeylanica leaves,679.98,23.85,2.17,38.32,68.92,68.0,1,0,0,1
4157,Smilax Zeylanica leaves,490.16,16.93,2.31,71.87,49.44,59.38,0,0,1,0
4158,Smilax Zeylanica leaves,413.62,60.77,8.98,98.78,58.44,67.7,0,1,1,1
4159,Smilax Zeylanica leaves,483.28,39.42,4.91,66.37,73.7,43.82,0,0,1,1
4160,Smilax Zeylanica leaves,376.59,45.48,2.29,40.71,23.92,19.34,0,0,0,0
4161,Smilax Zeylanica leaves,719.48,44.31,7.18,68.42,73.45,37.46,1,0,1,1
4162,Smilax Zeylanica leaves,739.69,79.06,3.88,17.83,48.52,13.41,1,1,0,0
4163,Smilax Zeylanica leaves,491.19,41.62,3.62,55.34,55.08,5.46,0,0,1,1
4164,Smilax Zeylanica leaves,360.13,28.15,8.77,78.14,56.87,3.64,0,0,1,1
4165,Smilax Zeylanica leaves,586.82,29.53,5.68,50.16,25.93,96.17,1,0,1,0
4166,Smilax Zeylanica leaves,701.67,48.22,1.92,98.06,25.38,55.02,1,0,1,0
4167,Smilax Zeylanica leaves,388.86,40.06,5.16,54.98,55.42,14.58,0,0,1,1
4168,Smilax Zeylanica leaves,728.82,12.47,5.05,42.68,76.55,31.73,1,0,0,1
4169,Smilax Zeylanica leaves,225.66,30.16,1.25,53.91,60.91,91.45,0,0,1,1
4170,Smilax Zeylanica leaves,781.43,75.3,5.12,72.41,25.63,73.6,1,1,1,0
4171,Smilax Zeylanica leaves,536.58,50.54,7.36,13.95,34.12,77.56,1,1,0,0
4172,Smilax Zeylanica leaves,603.13,65.75,7.98,68.06,68.38,65.1,1,1,1,1
4173,Smilax Zeylanica leaves,420.07,21.13,9.02,14.25,71.66,55.01,0,0,0,1
4174,Smilax Zeylanica leaves,350.58,16.19,5.4,56.21,62.77,42.27,0,0,1,1
4175,Smilax Zeylanica leaves,485.69,65.84,6.73,63.47,52.12,51.53,0,1,1,1
4176,Smilax Zeylanica leaves,435.6,31.01,6.38,8.81,76.3,37.03,0,0,0,1
4177,Smilax Zeylanica leaves,699.6,74.38,2.96,93.99,51.21,95.18,1,1,1,1
4178,Smilax Zeylanica leaves,223.99,97.75,7.96,52.56,73.2,2.34,0,1,1,1
4179,Smilax Zeylanica leaves,371.77,91.02,9.58,37.22,47.9,31.94,0,1,0,0
4180,Smilax Zeylanica leaves,401.56,22.5,2.32,73.66,28.52,23.72,0,0,1,0
4181,Smilax Zeylanica leaves,559.01,50.64,4.31,14.68,76.86,63.07,1,1,0,1
4182,Smilax Zeylanica leaves,311.27,57.13,3.53,52.48,77.59,47.24,0,1,1,1
4183,Smilax Zeylanica leaves,583.57,50.95,1.83,16.26,36.82,38.59,1,1,0,0
4184,Smilax Zeylanica leaves,603.2,95.06,7.51,71.32,57.37,39.56,1,1,1,1
4185,Smilax Zeylanica leaves,414.45,64.27,9.07,64.46,29.11,17.24,0,1,1,0
4186,Smilax Zeylanica leaves,656.77,67.16,9.53,94.21,50.9,36.26,1,1,1,1
4187,Smilax Zeylanica leaves,711.63,15.37,4.46,90.46,45.25,83.25,1,0,1,0
4188,Smilax Zeylanica leaves,283.56,11.59,9.2,29.63,44.25,23.15,0,0,0,0
4189,Smilax Zeylanica leaves,523.89,40.27,4.43,61.31,79.93,14.73,1,0,1,1
4190,Smilax Zeylanica leaves,406.43,39.01,4.18,29.98,40.87,97.8,0,0,0,0
4191,Smilax Zeylanica leaves,496.59,15.79,4.21,18.78,41.82,64.42,0,0,0,0
4192,Smilax Zeylanica leaves,328.08,57.12,4.89,15.75,77.97,97.87,0,1,0,1
4193,Smilax Zeylanica leaves,480.32,85.59,2.35,64.45,60.75,33.0,0,1,1,1
4194,Smilax Zeylanica leaves,508.85,70.69,1.25,60.89,60.68,12.54,1,1,1,1
4195,Smilax Zeylanica leaves,648.37,10.14,5.79,25.76,52.24,68.83,1,0,0,1
4196,Smilax Zeylanica leaves,588.45,11.2,6.37,22.7,53.51,32.37,1,0,0,1
4197,Smilax Zeylanica leaves,741.19,73.67,9.89,4.61,39.92,9.03,1,1,0,0
4198,Smilax Zeylanica leaves,762.53,16.95,2.95,49.92,38.75,33.45,1,0,0,0
4199,Smilax Zeylanica leaves,549.23,10.52,7.48,89.88,53.02,35.69,1,0,1,1
4200,Smilax Zeylanica leaves,390.91,77.95,3.64,60.69,72.76,82.78,0,1,1,1
4201,Smilax Zeylanica leaves,539.92,99.13,9.53,90.77,25.52,24.99,1,1,1,0
4202,Smilax Zeylanica leaves,614.82,24.24,5.85,26.12,44.33,94.53,1,0,0,0
4203,Smilax Zeylanica leaves,383.26,17.38,3.3,96.74,55.29,81.01,0,0,1,1
4204,Smilax Zeylanica leaves,408.42,63.48,7.6,44.44,54.28,93.98,0,1,0,1
4205,Smilax Zeylanica leaves,681.99,63.98,2.48,60.2,60.2,2.49,1,1,1,1
4206,Smilax Zeylanica leaves,525.12,40.67,5.59,73.37,63.41,35.04,1,0,1,1
4207,Smilax Zeylanica leaves,379.7,16.12,1.17,25.87,40.75,13.18,0,0,0,0
4208,Smilax Zeylanica leaves,794.38,86.69,6.09,85.94,75.76,69.43,1,1,1,1
4209,Smilax Zeylanica leaves,653.88,66.84,1.22,3.35,68.56,99.46,1,1,0,1
4210,Smilax Zeylanica leaves,413.48,24.01,8.07,56.91,44.66,61.27,0,0,1,0
4211,Smilax Zeylanica leaves,781.89,41.38,2.28,75.91,45.86,76.58,1,0,1,0
4212,Smilax Zeylanica leaves,688.26,95.89,5.94,79.38,69.14,11.47,1,1,1,1
4213,Smilax Zeylanica leaves,437.49,40.18,1.58,22.44,21.21,77.32,0,0,0,0
4214,Smilax Zeylanica leaves,776.55,14.26,2.0,78.68,64.78,1.77,1,0,1,1
4215,Smilax Zeylanica leaves,443.62,64.77,4.1,48.17,72.08,28.42,0,1,0,1
4216,Smilax Zeylanica leaves,294.2,41.76,3.73,91.99,48.0,79.63,0,0,1,0
4217,Smilax Zeylanica leaves,771.94,38.11,4.4,29.95,62.63,36.3,1,0,0,1
4218,Smilax Zeylanica leaves,476.57,66.75,8.89,86.91,70.48,91.79,0,1,1,1
4219,Smilax Zeylanica leaves,514.88,52.88,9.24,92.53,59.89,56.73,1,1,1,1
4220,Smilax Zeylanica leaves,368.16,63.33,8.6,78.53,46.89,85.28,0,1,1,0
4221,Smilax Zeylanica leaves,618.83,42.88,7.66,81.27,29.62,30.2,1,0,1,0
4222,Smilax Zeylanica leaves,366.58,42.09,9.32,66.48,60.51,2.22,0,0,1,1
4223,Smilax Zeylanica leaves,748.25,57.18,3.09,74.21,59.74,63.74,1,1,1,1
4224,Smilax Zeylanica leaves,380.14,22.53,1.13,33.48,21.01,95.98,0,0,0,0
4225,Smilax Zeylanica leaves,358.57,66.7,4.04,78.19,36.6,96.78,0,1,1,0
4226,Smilax Zeylanica leaves,760.08,45.3,1.97,8.28,53.35,36.68,1,0,0,1
4227,Smilax Zeylanica leaves,404.84,58.32,9.66,6.81,54.24,61.7,0,1,0,1
4228,Smilax Zeylanica leaves,326.19,19.68,8.25,14.17,26.17,44.67,0,0,0,0
4229,Smilax Zeylanica leaves,435.06,86.15,9.14,25.83,60.53,82.46,0,1,0,1
4230,Smilax Zeylanica leaves,699.33,27.62,1.71,51.45,78.09,21.02,1,0,1,1
4231,Smilax Zeylanica leaves,714.49,82.34,5.32,7.09,42.29,44.95,1,1,0,0
4232,Smilax Zeylanica leaves,539.55,38.97,6.7,58.82,68.93,14.8,1,0,1,1
4233,Smilax Zeylanica leaves,554.55,48.14,4.22,45.28,22.72,28.14,1,0,0,0
4234,Smilax Zeylanica leaves,650.39,23.16,5.96,0.99,35.99,47.24,1,0,0,0
4235,Smilax Zeylanica leaves,626.6,59.29,5.37,10.48,44.29,97.4,1,1,0,0
4236,Smilax Zeylanica leaves,784.59,22.3,5.39,90.52,44.22,58.95,1,0,1,0
4237,Smilax Zeylanica leaves,491.08,72.19,5.44,52.65,60.74,45.69,0,1,1,1
4238,Smilax Zeylanica leaves,635.0,75.18,3.07,28.76,46.74,38.13,1,1,0,0
4239,Smilax Zeylanica leaves,215.2,87.91,5.78,77.23,43.07,65.78,0,1,1,0
4240,Smilax Zeylanica leaves,778.07,94.57,5.27,25.2,46.08,92.89,1,1,0,0
4241,Smilax Zeylanica leaves,498.46,33.42,2.22,26.56,56.06,65.69,0,0,0,1
4242,Smilax Zeylanica leaves,598.71,91.75,8.57,33.32,52.79,69.33,1,1,0,1
4243,Smilax Zeylanica leaves,337.72,65.06,2.7,27.78,49.6,1.6,0,1,0,0
4244,Smilax Zeylanica leaves,310.31,86.58,8.09,68.7,23.47,4.2,0,1,1,0
4245,Smilax Zeylanica leaves,383.87,54.3,4.8,25.82,46.04,41.89,0,1,0,0
4246,Smilax Zeylanica leaves,592.41,61.98,2.3,69.5,45.42,88.99,1,1,1,0
4247,Smilax Zeylanica leaves,222.39,31.24,3.36,53.24,29.23,63.84,0,0,1,0
4248,Smilax Zeylanica leaves,521.45,33.47,7.67,41.59,70.5,72.78,1,0,0,1
4249,Smilax Zeylanica leaves,530.97,72.69,7.07,36.09,29.83,87.78,1,1,0,0
4250,Smilax Zeylanica leaves,536.65,13.47,9.78,53.37,21.9,85.81,1,0,1,0
4251,Smilax Zeylanica leaves,786.76,55.16,2.63,80.44,61.44,37.17,1,1,1,1
4252,Smilax Zeylanica leaves,535.32,90.64,4.12,58.11,71.01,86.7,1,1,1,1
4253,Smilax Zeylanica leaves,386.04,38.98,5.81,49.49,20.99,46.85,0,0,0,0
4254,Smilax Zeylanica leaves,224.12,32.39,7.16,91.81,46.24,8.86,0,0,1,0
4255,Smilax Zeylanica leaves,309.66,90.82,3.06,75.08,75.59,87.61,0,1,1,1
4256,Smilax Zeylanica leaves,563.87,55.2,7.69,90.02,78.47,6.48,1,1,1,1
4257,Smilax Zeylanica leaves,539.45,67.69,9.3,27.14,22.8,53.91,1,1,0,0
4258,Smilax Zeylanica leaves,247.77,13.18,3.0,67.26,25.4,45.42,0,0,1,0
4259,Smilax Zeylanica leaves,349.23,74.68,8.57,47.93,69.85,11.58,0,1,0,1
4260,Smilax Zeylanica leaves,378.69,61.31,5.57,67.94,66.56,92.06,0,1,1,1
4261,Smilax Zeylanica leaves,725.95,12.44,7.52,23.43,33.41,82.52,1,0,0,0
4262,Smilax Zeylanica leaves,751.51,37.26,6.74,48.72,73.43,13.01,1,0,0,1
4263,Smilax Zeylanica leaves,302.54,97.09,1.46,42.61,25.37,70.25,0,1,0,0
4264,Smilax Zeylanica leaves,270.96,44.0,6.91,4.14,66.64,47.35,0,0,0,1
4265,Smilax Zeylanica leaves,415.78,73.38,3.9,29.63,48.99,18.3,0,1,0,0
4266,Smilax Zeylanica leaves,331.66,96.34,7.1,71.77,47.43,73.56,0,1,1,0
4267,Smilax Zeylanica leaves,459.8,29.84,6.58,88.51,34.45,96.56,0,0,1,0
4268,Smilax Zeylanica leaves,210.16,62.73,9.84,26.45,27.58,14.49,0,1,0,0
4269,Smilax Zeylanica leaves,563.62,31.29,4.23,9.89,45.2,41.38,1,0,0,0
4270,Smilax Zeylanica leaves,688.58,53.79,2.05,3.34,52.18,20.21,1,1,0,1
4271,Smilax Zeylanica leaves,612.22,70.96,2.73,29.45,64.3,9.37,1,1,0,1
4272,Smilax Zeylanica leaves,634.03,69.41,7.69,68.37,23.27,87.51,1,1,1,0
4273,Smilax Zeylanica leaves,361.28,53.74,3.49,96.14,45.5,15.41,0,1,1,0
4274,Smilax Zeylanica leaves,754.32,79.19,3.36,23.19,28.36,41.63,1,1,0,0
4275,Smilax Zeylanica leaves,400.8,42.85,9.83,4.34,30.62,76.91,0,0,0,0
4276,Smilax Zeylanica leaves,206.69,81.31,6.04,63.6,48.36,39.73,0,1,1,0
4277,Smilax Zeylanica leaves,606.17,20.21,5.42,69.34,25.88,73.54,1,0,1,0
4278,Smilax Zeylanica leaves,424.22,32.38,5.73,69.05,69.28,96.4,0,0,1,1
4279,Smilax Zeylanica leaves,236.49,32.24,8.25,49.36,54.2,14.48,0,0,0,1
4280,Smilax Zeylanica leaves,617.17,76.15,3.69,11.68,64.57,28.3,1,1,0,1
4281,Smilax Zeylanica leaves,401.36,79.73,3.92,21.63,31.37,52.75,0,1,0,0
4282,Smilax Zeylanica leaves,430.06,83.83,2.08,84.48,62.76,71.11,0,1,1,1
4283,Smilax Zeylanica leaves,203.44,65.84,2.39,18.41,27.62,40.68,0,1,0,0
4284,Smilax Zeylanica leaves,587.68,29.8,7.82,3.34,62.05,97.35,1,0,0,1
4285,Smilax Zeylanica leaves,397.87,52.43,4.86,41.59,48.21,15.69,0,1,0,0
4286,Smilax Zeylanica leaves,558.72,30.29,9.7,46.6,35.58,13.79,1,0,0,0
4287,Smilax Zeylanica leaves,277.95,79.45,9.93,28.8,21.07,68.58,0,1,0,0
4288,Smilax Zeylanica leaves,733.09,98.58,8.28,66.25,76.68,63.32,1,1,1,1
4289,Smilax Zeylanica leaves,254.57,33.83,7.58,88.16,46.93,70.07,0,0,1,0
4290,Smilax Zeylanica leaves,776.96,31.28,2.56,62.67,75.61,30.78,1,0,1,1
4291,Smilax Zeylanica leaves,437.34,15.5,2.88,79.06,25.97,55.12,0,0,1,0
4292,Smilax Zeylanica leaves,511.64,80.26,5.94,30.97,46.39,16.08,1,1,0,0
4293,Smilax Zeylanica leaves,714.89,10.71,1.9,14.11,27.55,87.88,1,0,0,0
4294,Smilax Zeylanica leaves,201.46,43.83,2.78,91.19,29.55,17.22,0,0,1,0
4295,Smilax Zeylanica leaves,294.51,62.93,8.98,70.76,44.16,25.81,0,1,1,0
4296,Smilax Zeylanica leaves,331.23,83.13,4.44,35.93,41.31,68.59,0,1,0,0
4297,Smilax Zeylanica leaves,742.28,20.67,3.34,54.63,26.17,91.91,1,0,1,0
4298,Smilax Zeylanica leaves,505.9,33.76,6.74,67.15,25.04,52.87,1,0,1,0
4299,Smilax Zeylanica leaves,366.28,75.96,6.16,38.59,31.8,23.43,0,1,0,0
4300,Smilax Zeylanica leaves,517.4,97.05,7.54,89.86,41.39,60.75,1,1,1,0
4301,Smilax Zeylanica leaves,557.48,71.0,1.96,33.39,34.07,45.55,1,1,0,0
4302,Smilax Zeylanica leaves,754.19,84.29,7.96,85.83,35.92,30.15,1,1,1,0
4303,Smilax Zeylanica leaves,270.7,94.19,2.35,19.3,42.45,38.54,0,1,0,0
4304,Smilax Zeylanica leaves,484.85,66.5,4.01,70.52,54.64,40.45,0,1,1,1
4305,Smilax Zeylanica leaves,567.89,19.9,2.75,82.54,61.99,13.31,1,0,1,1
4306,Smilax Zeylanica leaves,271.05,75.29,7.53,92.86,27.21,71.32,0,1,1,0
4307,Smilax Zeylanica leaves,208.82,68.37,6.03,55.16,66.55,65.0,0,1,1,1
4308,Smilax Zeylanica leaves,298.5,96.97,9.83,10.7,27.8,13.57,0,1,0,0
4309,Smilax Zeylanica leaves,628.55,17.54,8.82,90.36,31.88,71.66,1,0,1,0
4310,Smilax Zeylanica leaves,223.45,87.31,6.3,65.59,21.08,3.89,0,1,1,0
4311,Smilax Zeylanica leaves,461.13,14.48,4.15,88.79,71.79,2.51,0,0,1,1
4312,Smilax Zeylanica leaves,565.35,80.37,2.25,10.62,77.65,34.12,1,1,0,1
4313,Smilax Zeylanica leaves,708.72,39.96,1.16,72.64,74.53,22.05,1,0,1,1
4314,Smilax Zeylanica leaves,261.6,33.48,1.31,72.02,28.76,38.14,0,0,1,0
4315,Smilax Zeylanica leaves,427.88,38.9,7.2,27.34,56.31,64.42,0,0,0,1
4316,Smilax Zeylanica leaves,736.35,38.49,3.03,27.3,46.14,94.0,1,0,0,0
4317,Smilax Zeylanica leaves,412.64,36.79,9.8,28.31,76.3,84.61,0,0,0,1
4318,Smilax Zeylanica leaves,405.86,88.85,7.29,84.36,21.5,69.34,0,1,1,0
4319,Smilax Zeylanica leaves,504.47,64.98,4.02,16.4,57.73,28.34,1,1,0,1
4320,Smilax Zeylanica leaves,790.79,90.0,6.3,52.29,60.65,64.23,1,1,1,1
4321,Smilax Zeylanica leaves,563.17,10.12,5.45,62.19,37.04,67.61,1,0,1,0
4322,Smilax Zeylanica leaves,669.28,31.98,8.75,88.18,23.34,25.0,1,0,1,0
4323,Smilax Zeylanica leaves,652.79,55.7,9.67,43.71,20.95,60.29,1,1,0,0
4324,Smilax Zeylanica leaves,655.79,93.4,6.36,15.01,51.28,64.45,1,1,0,1
4325,Smilax Zeylanica leaves,586.01,45.59,6.6,68.09,43.84,12.48,1,0,1,0
4326,Smilax Zeylanica leaves,297.37,25.91,5.41,60.57,57.69,38.27,0,0,1,1
4327,Smilax Zeylanica leaves,220.14,26.71,1.11,56.57,28.06,68.82,0,0,1,0
4328,Smilax Zeylanica leaves,670.74,74.55,2.63,57.22,20.9,50.29,1,1,1,0
4329,Smilax Zeylanica leaves,368.15,83.26,8.59,25.44,44.77,20.24,0,1,0,0
4330,Smilax Zeylanica leaves,431.06,81.69,4.25,59.96,68.65,94.0,0,1,1,1
4331,Smilax Zeylanica leaves,213.23,38.28,3.95,10.9,41.91,58.96,0,0,0,0
4332,Smilax Zeylanica leaves,783.08,28.03,1.39,62.93,20.83,42.12,1,0,1,0
4333,Smilax Zeylanica leaves,498.67,87.35,3.04,77.01,42.54,60.08,0,1,1,0
4334,Smilax Zeylanica leaves,623.59,29.38,6.07,31.5,32.2,73.01,1,0,0,0
4335,Smilax Zeylanica leaves,238.7,50.4,3.21,78.46,69.29,27.14,0,1,1,1
4336,Smilax Zeylanica leaves,697.85,73.8,4.71,58.78,25.93,7.01,1,1,1,0
4337,Smilax Zeylanica leaves,777.28,61.3,2.14,54.64,64.38,89.41,1,1,1,1
4338,Smilax Zeylanica leaves,324.56,59.62,5.42,66.17,69.05,11.46,0,1,1,1
4339,Smilax Zeylanica leaves,554.57,69.91,3.02,48.51,56.63,14.35,1,1,0,1
4340,Smilax Zeylanica leaves,325.45,52.0,4.44,1.39,67.93,83.84,0,1,0,1
4341,Smilax Zeylanica leaves,498.73,81.12,8.43,83.84,71.75,46.79,0,1,1,1
4342,Smilax Zeylanica leaves,578.63,37.65,1.89,10.57,42.19,73.14,1,0,0,0
4343,Smilax Zeylanica leaves,589.29,21.11,1.76,63.58,44.03,72.85,1,0,1,0
4344,Smilax Zeylanica leaves,599.46,96.9,3.47,42.7,42.47,28.88,1,1,0,0
4345,Smilax Zeylanica leaves,246.15,76.25,2.51,14.16,45.82,91.58,0,1,0,0
4346,Smilax Zeylanica leaves,653.17,97.9,4.18,72.41,36.15,33.53,1,1,1,0
4347,Smilax Zeylanica leaves,386.3,97.52,2.33,11.9,25.04,97.69,0,1,0,0
4348,Smilax Zeylanica leaves,242.89,24.71,5.9,92.19,47.28,6.84,0,0,1,0
4349,Smilax Zeylanica leaves,706.0,85.01,2.9,41.34,44.65,6.59,1,1,0,0
4350,Smilax Zeylanica leaves,749.12,13.87,9.46,67.04,73.13,23.35,1,0,1,1
4351,Smilax Zeylanica leaves,313.7,38.6,7.34,7.15,52.42,10.51,0,0,0,1
4352,Smilax Zeylanica leaves,630.87,45.23,5.19,43.08,42.64,58.95,1,0,0,0
4353,Smilax Zeylanica leaves,263.11,90.96,3.07,73.34,64.48,67.28,0,1,1,1
4354,Smilax Zeylanica leaves,757.4,47.23,7.93,28.46,21.42,41.48,1,0,0,0
4355,Smilax Zeylanica leaves,654.02,61.0,8.43,23.37,66.31,34.24,1,1,0,1
4356,Smilax Zeylanica leaves,417.68,77.98,5.97,80.43,69.97,49.12,0,1,1,1
4357,Smilax Zeylanica leaves,542.7,96.22,2.01,68.34,35.69,85.56,1,1,1,0
4358,Smilax Zeylanica leaves,512.21,62.54,3.27,93.57,23.56,95.6,1,1,1,0
4359,Smilax Zeylanica leaves,790.88,87.28,6.32,84.94,30.18,48.06,1,1,1,0
4360,Smilax Zeylanica leaves,464.21,31.03,4.2,74.84,71.18,83.31,0,0,1,1
4361,Smilax Zeylanica leaves,383.83,42.09,4.43,73.82,49.84,85.61,0,0,1,0
4362,Smilax Zeylanica leaves,239.73,49.82,1.98,0.76,71.31,35.58,0,0,0,1
4363,Smilax Zeylanica leaves,312.43,95.46,7.53,62.97,57.48,30.13,0,1,1,1
4364,Smilax Zeylanica leaves,799.6,66.85,6.63,50.24,59.09,80.78,1,1,1,1
4365,Smilax Zeylanica leaves,277.22,76.12,8.42,85.39,46.38,17.85,0,1,1,0
4366,Smilax Zeylanica leaves,696.86,49.51,3.35,19.42,53.16,7.24,1,0,0,1
4367,Smilax Zeylanica leaves,391.54,20.28,6.39,95.04,73.07,44.46,0,0,1,1
4368,Smilax Zeylanica leaves,457.06,19.79,9.5,73.22,68.16,62.54,0,0,1,1
4369,Smilax Zeylanica leaves,470.41,62.4,2.28,13.34,28.63,53.54,0,1,0,0
4370,Smilax Zeylanica leaves,299.64,93.87,5.81,89.58,28.2,73.2,0,1,1,0
4371,Smilax Zeylanica leaves,298.98,52.37,8.75,92.77,33.21,36.4,0,1,1,0
4372,Smilax Zeylanica leaves,764.58,16.26,6.22,96.04,22.33,25.98,1,0,1,0
4373,Smilax Zeylanica leaves,399.56,11.56,5.94,46.4,77.81,65.22,0,0,0,1
4374,Smilax Zeylanica leaves,439.23,25.07,3.67,30.5,47.38,3.55,0,0,0,0
4375,Smilax Zeylanica leaves,759.96,37.61,7.93,25.17,25.78,49.53,1,0,0,0
